project_id,questions_count
54446826,7164
41485993,4
187412928,1
10632220,4
63785877,1
1372303,898
3032245,4
11215042,4
13788016,1530
426706,1
11764894,21
36001081,1
26913539,39
149261763,12
1620205,1
6432321,1896
137653674,2
243677660,2
91542854,2
54923399,93
212418081,1
105085592,23
137433645,1
297045708,10
6295999,3
245342686,186274
197872600,26
19244865,893
9547222,1
53889804,1
4570289,1
23834683,6
66186581,66
8784628,59
45416919,19430
165146736,9277
21117068,1
11254759,4
5892631,1
43527860,8669
74406346,12137
127944714,46
935336,1
12576974,587
95124163,2
11793726,167
355580,577
150634833,250
117684978,1
2050071,80
40442430,795
749087,4
215244277,18503
174234670,1
5601454,4
10607054,2989
45401801,2
96041499,588
17529800,10
5277248,1
12803161,4234
69714253,1
29884754,1
138604414,41
93275422,1520
191056599,2
56120676,36
169395906,67
16145021,4
13213681,4
26025182,2
60901479,11327
21311158,18
21988656,194
39423136,735
827644,25
53817411,4
5502422,2
69086175,1
107303134,3
14173209,1417
9852529,1
120373756,1
27637601,2
20171816,878
130114454,1
12637039,2
21430740,38
4835231,13631
80693004,28
83468759,25
105174855,6
23407534,1
135665108,1
10313695,1
111190892,812
4371480,1
35385455,357
178509451,1
18287649,48705
42392775,3
126248566,208
4831553,15
19696094,3
39388879,1354
37554127,18
160864783,1
169863124,1
65797337,16692
108734822,1
123196558,29
81330959,9
85235388,2
6978242,5
1237805,2
5801787,2
26503605,663
14150443,4
37233078,527
4599201,2
96102199,2
3080882,1
1081667,71
17048973,17
5727234,861
22722087,3336
38179248,1
24690303,142
49599952,43
71597938,213
26653348,5
40684777,2
17256590,49230
29438,3
64340529,102
47581778,480
22578935,2
130877526,1
94191406,243
112579712,1
92299683,1
13384052,1
1179895,10
138554776,222
282491891,2
47976895,217
2161757,8
34874840,12
2402844,1104
9655749,3
35992047,1
24834016,11
219062134,1
23792998,1
11424446,24
166607211,3556
78681287,1
169959804,57092
16144274,3
5543288,871
13325180,3
32638292,11
19571806,1
93644332,32668
190443190,2
56335680,1
163987850,653
88596787,1
52161138,1
507897,1
29682080,19979
15779526,1
29855566,36
84101738,90
48294708,1
128475695,1838
62691990,3
8497338,95
186486108,2
11304662,628
17538860,1
5526049,25
233225883,1191
4215848,2
135882212,48
42363456,20
153048081,79
49923706,46
272457606,2
346619,48
75061871,1
6325930,155
1976345,1
90506412,2
26647213,1
54369221,7
195187545,1
181655528,72
38580713,1
156299694,2423
156593623,7985
8688362,28
91710142,501
299327,32043
20331927,1
34925964,106833
286794,5
44528730,1
3230445,5
12402553,11
244167227,26838
408234,4
33046408,4
4150249,2
114819539,6
437086,4
59555562,83468
109022911,78
19569704,9829
277746930,839
1501083,14
28826953,117
16247635,31
237456772,19
36094309,11356
31054058,1
21479549,19
41701893,1354
60383794,1
4474079,30
10220352,9
199519168,1
154895893,2463
128418510,1
49389559,29
265846793,1007
15572966,128
151667461,65
122898288,67
21524565,247
281414,1
10889040,2
1565025,1
77859095,8447
72335855,1
68796679,5
26482950,7
43628779,17
22393506,1
6300462,1
4061650,9
62838930,7
48305190,12287
28241396,2
1814910,1
191548634,1
1660504,10
57910240,86
1449314,4
23961238,334
28823976,12
93997065,2
28000838,34
131143780,1
44315251,1
1096544,291
48326084,2
29547681,219
6411898,1
89380640,16023
42398450,34
40096597,940
5217602,2
35793118,1
152814648,4
5933801,76
96259,201836
21712934,3
69586522,244
34901291,12
21338897,1
136922409,1676
9434816,3
61156360,5
3595754,473
69285299,635
47068624,36
41461042,2
955669,12
89964711,10
29666339,1
183633595,1
272811260,2
21299077,5
530274,3
24351713,60
2669595,15494
19872832,31
4123363,1
124245110,17
50125353,26871
4371144,1
44069154,68
4399583,1
7582533,1
45689344,1
195629228,2
64694171,1
13646305,1
211200140,71
77605877,1
48803546,73
102583270,25
25860190,2
40277722,4
22358932,1175
161410190,1
26098797,66
74516437,35
66861,2
10672805,1
93517241,2
48958722,107
11067752,1
29485063,7
30651283,1
52840808,1244
5446009,8
143112562,1
129004779,16
7491085,25
117300911,1
70345567,263
2203569,2
770901,4305
15786416,93
76027511,7
186514878,2
194857927,593
103166677,1
261658795,1
12405098,5
79116205,1
2664752,1
7243504,596293
2272275,1
35067668,1
73878500,5
22133223,1
549638,39
4269970,1
7598128,42
54407694,1
121444859,220
9735323,2
79088394,10
50479984,1
21090067,416
3167725,3414
17946868,1
25449064,643
13404515,439
218115303,30
67702184,4
151619717,6
2990192,7
19463625,816
53619303,2
29247444,4
75867720,1
19416551,8
5888353,259
1548202,88
49662222,30
41766002,31
182097305,1
43568832,7
31168578,1
18369373,167
7693799,4183
114466145,8
1631570,14
1223029,7319
28513398,92
30675533,230
44498957,21
37829238,1383
241805592,1
18503721,3
65678789,2
71932349,1287
42586612,32
11481338,171
14614344,1
20537104,24
47039255,13
29078997,1484
190427007,1
4576305,193
108395495,3716
131770422,12
714074,982
3431193,10829
40511756,164
42455934,51
16005410,55
80233816,12
170067246,31
19374812,1
220809393,3745
10379607,3
31865176,1
331603,24
760732,439
62104779,12
2281775,10
931039,1778
14376285,6
19542809,2
10114077,19
21265042,42
18962767,2
206660580,47
107794782,86
5558246,1
48212104,2
4869294,40
20106153,3
19757917,10
16852060,1838
6201092,43
1195004,117
908893,84
11323319,22
93076012,116
32866454,9
13624859,9473
172741073,23
11081405,1
70202506,72
9325315,675
743723,33
33702544,1270
50613991,56
65711522,199
7363211,842
5344375,922
58616946,60
5901900,149
92104803,120007
1272424,1080
11407242,134
942903,3933
125863507,520
77912349,201406
31522041,2
26195776,271
29759715,32
48623558,2
6051812,113
107505869,7
381979,5377
122734569,30
102578345,12
18440563,164
38342221,1
2888818,43893
23062124,336
65411043,1
2609642,201
1613345,1759
12143585,295
16989371,4
30003816,14
37912398,30042
929845,8108
29514104,1
1365679,3
2139017,577
48009214,27
11195700,80
2163263,425
2203645,2643
60246359,559
257485422,11
18062944,45
71487058,791
2336578,129
123303402,160
43160685,5
134505361,4
34275705,1
80286288,6
768345,14
13030144,302
6297520,102
5526729,1322
75164823,37
38377423,8
501326,3962
1136075,405
11007313,112
42489829,6
23013268,101
189840,2895
1385122,24044
19901248,4
911765,37
28704549,1
7910045,4
781028,204
32610336,4705
3374332,94
104172832,18
27729907,16
30384844,20
22282353,100
74660642,3
136815833,725
5604798,228
82588597,1
65219131,15
56352157,15
71576450,5
7827081,107
11205780,368
116167731,1
95412229,1
88650014,102
126412363,6
103749180,2176
40013435,1574
70342215,533
45646037,297
10054176,2
30092893,23
236571,11960
17814354,41
78664391,58
42625970,15
17575535,13
22553797,131
202234517,1
145670234,6
11397939,42
79723839,27630
125098880,84
1062572,58
105279544,14
22475123,172
63418718,2
169149127,497
2626751,453
28550872,1
28538501,55
3744545,1777
1538210,77
2006876,348
62091339,176
7530570,4306
83050680,28
1549138,79
65750241,3811
60243197,24
58327877,1
38696925,222
2810292,161
19117456,11
172378503,7
56342508,165
8708394,46
29703871,7
33014811,9
4637221,127
1049095,7228
45557469,71
2430537,5819
25659723,2175
50146229,46
29420377,2
32969220,361
37931301,4
10219106,54
44869078,11
1185279,1
42488903,774
30638861,3
28748255,272
1338813,306
9795883,122
47495360,1
14956897,23
23404839,60
2945088,149
50807547,640
54360307,22
31929346,4
58590700,2
20277829,23034
23301468,10
21779020,116
20446799,7
3880513,62
127227141,412
92570536,341
155636246,2
957012,11
26291683,1
1198539,1
154275744,5
9994688,62
107258,13
14734876,163
53662249,160
37734226,431
1280180,357
69290591,49
54168759,398
6671099,1
85371712,2
2826918,71
6247705,17
63037806,12
12615154,6
1090311,2390
1579809,310
64991887,321
2340549,1897
204086862,146
29857799,7
73872834,132
51356720,9
51452356,1918
90349239,21
38565895,85
75701562,4
41215439,57
138312,2514
25201361,2
795421,125
23652091,3
1173522,20
202890778,18
45936895,3
88111990,34
3567641,7
19249835,1
26730195,7
48764652,511
5905330,370
224663696,992
21113349,1
1337658,6148
4467228,1006
18405734,1
29900673,37402
27835638,37
13899674,49
101033179,1560
25804514,2
30582779,1
67588512,33
126147399,125
51658450,59
73929422,29
1911523,652
36606437,7
43640830,3
65848095,1838
434430,13
27500243,106
9603889,32
3604157,55
24349832,372
8966356,437
129717717,16
96689748,15
40518025,132
75643096,2
2560988,4398
81227005,9
15337142,210
20653934,63
4702560,2442
7704544,298
1390248,530
41889031,1
1217614,93
10518659,41
1349775,1109
4814354,69
85095608,2
37834277,9
560495,1008
1327739,34
49020217,1
5683364,100
13527761,353
122775780,78
13048104,1
8257106,166
149111813,1
20060596,2
5349565,1064
17535332,5406
30120110,33
36205608,2
51620087,39
75547,40
134035452,24
50586840,53
36895421,8002
4839957,173
50063252,169
116392709,1
130013,4909
21461715,2
6207167,4755
19205896,2
32476524,15
45250726,33
124303364,1
15345331,3
18609427,3
4095287,259
7832932,328
66573241,2895
15464772,18322
13975314,50
5101823,159
302322,23471
106995,3153
11133743,2
120227732,14
52034309,1
5569059,290
36674234,234
55763295,14
144590939,8
3116751,165
24063576,47
7544081,535
585285,9
68068967,4288
18496166,2
5880912,40
4084908,51
92254860,2
58011499,87
23418517,13810
39315600,2
15830664,100
10064545,800
87335980,125
43330374,220
12618379,1251
21827146,11
1305114,36
28628034,7
25459400,322
801795,363
10536180,3
12601374,48
2993595,1
81887991,8
478996,13189
2553927,114
11008207,24
22765472,3
68312233,176
7769432,5
3766706,134
16179237,85
2489216,104
926544,2833
178991158,4
919161,9461
42360601,1
48296,1418
3314,1185
6662075,433
12926963,832
20570214,30
39546089,278
77419377,1
16986405,20
1274749,244
4916869,1526
70081812,21
92238803,15
165041732,1
11960085,13
4696595,38
74505259,108
24008065,84
8678290,9
26481815,3
3195124,1706
17446152,412
237791077,1463
99401299,3
56333861,54
248523,209
1388245,54
83285138,7
4813464,418
111610659,6
131212638,13
1197428,2
56829582,4148
82128465,595278
23129458,10
94460704,20
12246785,503
28249537,22
1204214,765
172521926,54
4188772,345
56760633,427
9265294,1
1580036,399
53321815,56
15570122,37
184981,2270
2649214,1167
74962515,2
24561828,151
12779699,180
118654121,69
8224923,32
3750921,698
34808241,2
3351871,6
47118129,46
23929024,101
60374819,452
55626935,6
38003903,3
13258039,697
34921116,632
243838973,1
31829770,9
4897046,22
71966177,18
36027077,10
17618901,53
42029482,21
99846383,24
2992074,9
14681876,151
30136107,3
261279710,27
82238168,1
85541218,1857
30245748,1
1300192,1
14732311,518
21233191,5
59480719,23
6780767,1606
1157388,34
2854337,1
169100692,22
508845,2168
37347459,1
40786751,5
272035489,9
242754476,1
51199322,2
49068243,15
842037,336
98789146,10
3784017,2
6358188,359
3516624,27
141910081,1
2155793,193
193215554,3
147656990,1
141745951,3
59737212,72
77073851,5
3714900,36
271714,1334
26827696,6
101782647,11
14106970,14
38900806,17
1290701,757
5754504,11
154739597,18
9305860,183
7083242,275826
67747748,44
1211978,1281
58559694,83
47851629,110
57974334,1
105138356,19
14158237,3
114187903,20
1203139,15
86721514,16
143455116,1
9603714,9
88740103,662
3502120,27
10290605,85
59435364,2858
15642233,6
8759133,860
84232645,4
2436267,180
41152295,155
70908208,559
23546138,2
993110,230
1908577,2881
79509385,1
5179099,13990
3327382,21
1661758,19
16630332,160
71056775,21
95879426,1
26038648,47
95067884,8
106279637,188
19103692,138867
118945118,1450
72069409,299
112676803,40
648414,4247
34777562,45
24977535,4
43370610,2
48795298,2
115229134,5
17391973,281
5198041,847
46180504,75
7549096,6
48427914,24
907410,11789
5476048,518
757363,8785
118497841,58
9709563,694
14964475,67
48376164,8
1308789,115
12228746,4
30474266,13
30732364,64
14259343,61
35998691,302
20651672,1
15720445,31
65987043,3
16334982,990
42237038,52
26316966,35
1358497,59
6319157,63
1217404,1801
20275545,2041
14187079,9
715547,13352
32551735,311
1529160,33
48863418,7
12418999,11
827590,1
105563335,6
8286525,73
30258369,4
6517512,1
90396329,2
111298448,1
32535364,1441
93084667,1
16268021,14
9307590,1
191252974,1
211756905,3152
28475626,5
17918315,11462
203811620,1
52559848,1775
74377848,109
63989252,3
198824,1
89175628,1
96797726,371
88518596,3
5817736,3
2767432,1
71396770,2
93479980,14
17859594,1008
181571095,179
50933050,83241
4182183,4
14746796,1
7847738,2
30316179,155
24755537,2
93039449,6
28519975,1
144321,3
30508702,1
113849859,202
197786059,18
11695103,1
109898467,1
26983101,4511
219170502,4
40413169,6
11863945,349
46072466,17541
71048006,1039
190019914,2
169906403,3
119068473,1
57436,2
25169896,8
15492137,1
2409018,1
2838077,102
1765057,207
50272028,1
7273285,3
9154423,5
15460221,3
143328579,1
8685650,417
32549942,4
79748320,1
5774154,143
2155708,6
23153517,1
60646932,6
42216359,1083
662012,17
69667889,4
225365905,651
45867575,1
6003489,2
88121525,2
237949290,20290
80690550,206
54496712,442
65227405,29
22288869,6
73692244,1
47572476,5
22933562,1
25819683,5
96634201,18
2640442,2
44960896,2004
3287516,1295
57918231,1
2122200,8
30524763,32
17715536,1
5133745,1
88464335,342
1365923,52
178318753,1
389995,4
1396632,1
13775110,7
146764737,1
224614194,1
919881,3
29682749,1
59043521,20
96100263,50
83845012,6
229509259,1376
3264047,1
96431499,14
16726852,1
5417906,11298
574304,7
6291757,1187
70199809,302
2469435,8
19079086,6
75598178,9
88044859,2
1975130,2
10654465,858
11481074,31
115009978,11310
7803088,12
2377,4
40435192,10
23245665,1
10305633,11
30358412,1
88921180,159
117340127,674
21316961,117
145424401,150
5768127,4
24640969,90
82615804,2
30737898,11310
99379143,100
239590893,956
66113573,12
66657825,5
144576011,1
2002251,169
93536979,5
4813266,427
25379390,3
192353232,740
673030,1
56086693,1
96262560,3342
1148272,2
23176827,123
58790378,2
25520885,1
116618418,1539
2956613,3
24648645,3
149859166,1
8710168,4
67646563,1
109445232,87
66653617,18
2161754,17
44543597,2
55976038,404
25580544,1
2467507,6
22758690,739
53589337,9
35446456,76
31028395,21
138720505,3
9196463,15
10340514,7
100230325,29048
244978640,23329
16237680,8
70954453,2
51686662,14
32355541,6
55849,1
4549,29
29126013,1
17623219,41260
29941808,7
3062503,3909
104019529,398537
553294,2
70542119,6
5073659,25
10230296,399
591795,23
38736227,1
1063068,1
32226767,2
53418430,1
22887404,36209
1204956,15
18055624,58
57066193,5
10238897,3
6051928,9
79485650,2
140086556,2
1546219,10
33318751,11
31234145,3
21025244,358
80671678,1
20117004,879
47180356,2
41481335,9
254206702,2
27077841,48
34624554,14
149231271,191606
62445825,65
5958453,29
151319446,7
7761201,1
77086465,1
109629814,5
122720114,1
2557124,8
502194,2365
2072111,2
24801045,2
30582794,2374
27522251,305
84779863,4
47621292,35062
44583799,16515
16480442,7
14624652,4
11940910,11
85096259,3
10692272,4
8092849,18
195277904,2
1063787,6
19384977,12
177415822,2
75853393,1
7106144,219
59156414,2
8977045,12
16227592,7
44465166,1
35045371,3
9876845,44
5556347,1
144782026,1
47581439,1
137925467,16
112437215,75
18338054,1
5250457,14
100356302,1
6163454,6
45852176,3
13857571,11
942123,3
6911111,25
12757845,1
3388044,1
92997616,3
43665276,1
39029232,16
159312646,34
25684116,9
42573351,242
17453792,15
3072295,10
24891366,6
7820484,13
32683962,5
60308716,3
39957082,10
24507314,2
9654619,7158
2925873,20063
74184,1
5165118,13
89261716,64
285662593,9
23031054,819091
263697285,651
60712558,2
1452458,32
105764023,2
11002722,10
188643934,1
86566316,1647
61738234,1
48305706,1
38271159,20929
177571721,1
60350675,1
121000770,10
27476679,11
116103310,5
7272353,2
1239241,14
22361744,1
30168123,1
378159,1
5860736,51
1602043,6
111483783,32
41633552,13
1482150,1
53451609,2127
14432779,19
29573160,675
140575853,1
120651602,1
154544229,96
85164144,4
14120618,16325
2052937,1
15920083,706
95205399,103
24993905,1
112508838,728
38525735,154
60551389,6
37725198,2
192164198,1
7293039,45
11529769,4
5018590,2
9906975,4
1059291,62
117814515,5157
38848246,39
83279151,27261
33561965,29048
19741778,11308
66925865,1
6678737,155182
33122723,20
54978788,358
37301843,29
81270985,3
19823426,1
50636998,1
14012011,9448
45143398,4
5222044,1
25077189,31748
177612672,2
7480,1086
70895777,27776
93736961,1
150380103,1
69865111,4
29298170,1
36704211,1
124585957,5133
89623031,24
4209988,40
1022574,2
24413773,8
94524551,3
115523888,184719
11123919,3
39026542,181
62110906,15
80748679,1
6786143,357
15657634,17
10666496,8
81650958,7158
77900263,1
27042414,1
10172626,2
507394,4
85371020,2224
8713144,45
15866170,2
19915124,1
53540100,16
1489635,867
38221206,72
23288160,2
108939269,1
83735589,1
52291766,2026
172060294,20
65328850,9
135649535,30
84869076,57011
626886,4
134776151,2
15267409,1
40426389,479
20181341,1307
33768229,2
4758770,4
947325,3
821291,29
116698806,4
21647582,2
13929787,3
141760199,12
6745718,1
35304294,4
81235287,1
4232282,37
14567924,4
11533212,24105
52028445,1
6171214,1
39291863,3
88732978,11
14849859,1
67308098,19981
89050228,3
152251624,9
156032875,12
6629252,335
10065278,68
25438024,5985
35008305,1
1335581,1
36487715,20
114983592,127
78058884,16512
29099794,24
238553537,515
211558403,10
52735900,66
24012863,1
24166481,3
93786445,3207
18643145,1
41915364,8
142180965,22
96544372,4
20819987,91
49405923,18
17434744,107
10805882,3
44629695,1
31679696,2
5169420,1
2966609,69
21775001,1198
122894478,4
83383719,7
3389150,18
20448696,1
911608,22
37605159,5
230656744,1714
18870796,40
480848,116
101570493,3
492019,125
44666759,1298
27406500,148
100706510,3
49700650,236
5398142,66
84383142,4575
6083288,4
50270108,1075
118562222,4
62766429,823
4574666,13036
24818563,20
36237516,1
77266027,1
2453375,7
84799430,20
14345135,5
157299107,8
12772342,1
141729612,2
1056999,2
236987336,2298
34390866,4
72826023,6
526122,19
49179419,612
225821098,4
138958340,1
66829087,1
163629946,1
136781582,4
247682931,2
46404009,14
100775139,1
5312648,30
110704703,36466
96312528,1
138813086,3
7044926,2
4768692,11
33058425,2
239874387,313
18551882,4
22843893,2475
27604816,54
18129856,3
107895339,1
104679635,2476
11147391,136
86595369,2
135244181,1512
47735065,853
181870598,36
104773211,14
7063109,68
4732208,66
53490992,7
26493671,107
37184262,305
113736206,284
1635672,2
19182914,12
27910177,19
20807809,1
4059671,3
1981408,1
1734683,10
1495892,47
6209085,760
89195894,672
30034617,1
83858471,6
14590264,18411
73427404,3
3878345,10
104784134,12
24749766,3
89956848,1
14759456,17
11238039,1
44747004,2
9051843,19
215724494,10
92732386,1
96141583,1
539795,1
3280270,252
23105596,7
78755043,7
105147460,1
652195,4282
70682597,300
90354129,1
114780062,11301
85273301,388
36473790,64
117679385,1
1358961,598
108297886,1
7099509,42
163895941,7
88029459,1
219649445,373
18987413,518
71104591,3
64024211,2
2255590,4
136835450,1
134147634,3
9967702,189
215694573,86
495753,480
98792624,1
109124761,107
581496,3
169397942,2
46327466,6
32024077,153
124354168,2
65835596,1
32447381,69
47509297,506
2230036,1
117815473,946
17303641,8
33881440,90
5905389,1
18976226,689
1673145,9
2632723,10
145346296,3
65805972,1974
162295765,94
27599626,3
79051904,2
43657793,6
45142101,216
185810,1
146471340,1
814286,15
58267893,7512
17914657,1
38539538,68
154826820,4
153037149,10
319814934,1
65657588,1
40337884,44
723173,620
660028,47
9642570,12304
344799,1
50053618,121170
3767374,4
7173240,1
6181191,19
44310201,2011
109007292,6
53600165,132
31695342,1
1614137,870
5592929,4
27186848,2
15613792,7
81782849,28
61815898,2503
164999650,2
4309558,9
62120017,3957
216207782,134932
118529007,655
5360027,1
12796303,1
116571887,1
20617955,2780
4210155,2
7470282,47
8868903,1
12204382,5
32593207,1
2605241,3
102017522,49
40453566,1
685789,3
128128071,572
37135724,28
299636179,1
12274302,1
4868926,5
470720,331
258158475,40
26957822,1
5538851,15
24656126,6
50569140,9
8121947,1
127771820,1859
112575263,38
62299633,5
154978019,1
6843217,141
3325585,45644
21169121,1
20044005,3
65774775,12
19978325,1
18292338,404
14511434,2
15827539,4471
12421065,7
29303892,8
29241103,1
42653,6
264411,16
49248044,1
6116279,1
74618801,1
47568519,30
83008218,37238
39578237,1
158405551,3
1196147,1
2395956,1
14594941,8
1383917,17
76267363,2989
5485693,1
4055230,1
6444772,1
9282108,1
21295832,1
153873870,58
5377167,6
8040881,67
30069611,15
35304951,312
83888201,5464
49824725,3
260491410,1
94195575,1
93592438,3
93101683,1
99112305,3940
24542903,4
25101641,1
12076971,621
465206,43
17396061,12
29264934,3
92258571,29874
54152428,44884
52040340,82
47039984,76
10011153,1
5542586,5
115804484,12
196510523,726
34836124,37
244725876,627
47751755,1441
1640037,1
22524490,1
70497892,8
98642653,3
11551617,5
167330257,5112
9411959,1
32976730,131
41744626,215
14067777,11
175189239,15993
4385698,49
8352719,1
104132965,11
12605150,10666
102214118,250
115484092,15508
1425463,1
103908175,3
110068963,61
85054150,1106
2239926,2
11116298,697
157271811,27
17845534,3
24972892,76190
18611242,2
65542206,1
15233168,52
1372698,46
7291677,2
696592,2
54114390,2
27875846,1
6741148,86
24441549,72
3296669,1221
93538397,1
26619585,4227
114185334,6
489070,12
2074345,1
6989650,2
38828964,121
10504418,1661
23890761,775
159527907,26
10390526,1
48360430,3
14967972,3
56855,30
43274159,2
31179862,1
4405769,1
150074623,3
24499046,32
25491334,116
8120179,25
66932643,6
58191695,1
2001685,15
436646,6
72044791,2
207217726,1
214877603,26
17960280,1
14644058,18
60089478,49
116881680,4898
2445794,149
197644380,3323
21158532,1
1304274,34
106319167,471
7232268,5791
3570375,1
78352864,5
24544075,29
69687987,1
47739822,1
4583605,3
32229117,912
64183833,1
34837634,29
2424269,21
76889406,1
67448707,3
114683570,1
145939684,3486
12504675,3
3769304,23
84830642,7
26759057,3
46384208,7
127744163,4
198353215,3
131523,2
15428313,1
31374024,7
7568146,22
19292405,27
2786727,20
47439383,870
2716160,1414
37431317,191673
4248640,1121
7018954,2
63008078,61
64465730,25
26926567,2
36385785,2
38283513,1
1788164,3825
27314060,2
141904124,7962
7713384,1
99688809,9
68960981,258751
35727109,3927
85352239,18
13005758,92
96412470,1
55631014,1
13097220,36222
99941609,450
132055334,5
46728,28
210882,8
87433094,3
2505215,218
60745639,60
3416578,3
10688581,165
80945517,1512
2406348,17
35357597,2
32836701,7
108762642,11
74138108,8
54489277,5
31465455,36
95337013,4
61660912,10
9283792,2
3845895,14
1781865,2
355568,1
962461,3
7805871,1
11928403,4
7579771,202
62876979,1
2246681,80
11584410,4
65695641,12
87759082,1
3880988,1474
91914961,42
14453489,2
6670092,2
113183344,47
4312864,3
15486519,5
15536555,1
174312651,2
5455466,3
1823891,9
7980953,1
23541399,3
24034649,9381
69795240,98
147731281,4243
2779348,1
18921028,64
186566917,8
8507488,6
124964747,1
47225027,1
115093892,591
87566717,18101
5357372,27
41330463,95
14702742,10
19433373,2
62775933,41
27709869,251
1781040,4
52162136,30
57441522,5131
4329834,1
6837925,7
38796348,2
704969,8658
49466294,11
49694541,6
123977530,1
43916263,7
73056727,25
76666678,16
110835528,54
23708040,3
83567423,2
122620534,10
144856759,1
11777512,4
6665365,77
18331832,203
2057023,1
67632151,10
50142756,672
16667,22
3331135,9
10839411,1
42597632,127
129999554,3
15193721,20
2756509,4072
1437633,848
7257245,43
110508358,230
40365719,1
69353600,1
13900470,57
199798730,1
100303390,2
9293780,2
534461,7
12186534,6
55974160,745
73606074,1
138180298,2
156927497,23129
10072815,449
27482073,98
30026712,4
35390662,2
15005712,1
6157236,94
55542466,65
48349656,128
122386753,5
201753823,3256
14960543,1
3227678,72
203791942,1
180112558,1
4003622,1
74939152,3
15803329,7
41494312,1848
24519685,1
32424288,2
22262089,3
35280830,16
4172075,36
14545249,1
58201397,4
5968842,6834
3722317,119
72872051,1
10383500,17
454263,3856
52732605,1
143901641,1
3030506,4
8165636,1
27218929,2
23807560,6
55142591,33
26503639,9
49749928,3
65322884,23
334359,1
5108833,27
38325755,1
9279612,2
229451,11
86876493,11310
6968490,2
840079,433
5254429,4
3896347,1
157490354,93
59186261,3892
12835477,2
94967650,21
65490735,4160
19565782,5
170373917,3
25419858,2
59030162,15
117544978,5
28964289,7
8328977,2
42734830,2
245893,43
488652,32
15509964,93
115306919,435
61838489,1
8532397,6
29008937,102
16724014,8
32137005,35
44947466,140
19801736,4
447451,16
32673360,17
438706,3
48827871,11
101875831,32
7645754,2
114284789,361
200926208,1
87455763,4
109459331,5669
4592359,1212
326423,133
31057742,22216
204508,3
7544679,1
2031108,1
3948748,4
50870880,10558
787801,1
43989093,1
14281688,1
16063480,3
82404241,24
1766718,1
136611255,11
65555184,4077
96355570,1
32201174,90
163903199,1
73831866,1
20128178,1
24878540,54
642654,30
10285123,234
2662957,12
6021895,205
40529356,67
142808983,1
31223507,1
16760719,6
41800662,19
37610237,7
14993021,4
84649285,6
9549237,1
56238960,8
62890924,104
64366575,8
4434616,1
1703370,27548
25686592,2
9542474,84
34106396,2
84798035,1
38309014,2
5925629,3
1132509,148
44224873,16829
5144132,297
39090745,1
98143442,30
148944721,3
125703005,12911
61668604,420
11979541,7
943700,2
1374793,15
40508797,10339
37263002,67
91164909,5660
5062483,1
1175852,71
55268620,1
49194972,176
77713683,9
190279986,25
97711273,12
175590724,33
98339148,13
167226608,1
8773103,1439
94629944,38
910624,2
159589281,1
15939233,1
58654645,1
155439499,1
15683705,48
32881500,7
2507947,176
9357067,17430
17553896,1
14931514,47
110990202,248
23635811,16
31625510,2
2110585,2
89760420,84
1611777,87
63995402,5468
865610,190
5288768,5318
38597217,14
81527646,773
57401488,2
43814201,1
5974058,5
60350316,40
37693525,2
34519310,122
104812597,3
77310444,1
268451269,2
18441357,76221
79500856,12
18793593,49
210710964,4344
132035351,1
62398769,1
35660914,5
38913158,28
1017361,1
27638171,8
74161388,2
30835592,3
688133,1
245231382,165
153359132,115
51474893,1
136564,263
5892708,2
5999131,1
26562905,2
204101430,1
35358657,14
32009917,206
102126680,1
283545320,5053
15056715,42
4760738,17
1305592,60
60524891,2
14375303,3
102849129,156
74071376,7
371425,92
101855207,1228
25253455,2
107964473,1
13084238,20
57106121,1
23284121,1
11507244,21
20799967,3
891376,41
197822581,10509
89344683,1
24095948,4
98465078,1
130077001,3520
95990534,67
217107878,24
65191260,1501
14645206,1
3083329,582
223296408,1
43503565,8
34951729,114
78088071,10
2630121,2
65936183,12
28288319,166842
4013289,5
120541771,1
227227463,41
3718579,4
44910885,2
7668051,1
5593078,34
154615458,4539
75115615,1
68679331,175
1139405,5
42062646,4353
92706823,612
211305182,3048
7838616,4436
1190187,1
161598840,30
36872344,1
4955809,6502
161691324,3
26191091,1
49498840,2
485108,19
34676511,3
22971824,2217
52400982,1
123327588,2
107930664,6427
3090261,178
30379674,239
129912357,237
154520,15
246217627,2
657926,2
84584505,62
48781953,14
143418,16
54275814,7
131543016,20465
50325493,105
1602284,74
19190683,19
11259928,1
162648398,174
63778439,5841
80927573,1
77468034,1
84272942,43
34452271,2
38149823,2
292903178,1
25133963,1569
34920254,29
470252,2
19367053,18
123197471,7
632211,293
14900247,61619
33567086,1
8458866,39
1611876,7
443380,1
60343404,595979
83036453,1
1645003,20024
14578394,35
47085678,1
1474948,1
3551227,102
88682786,13
90481984,16
147487893,74
2687013,5
48157847,1
24361404,71
74411845,214
1998927,15
70934373,13
118966310,7224
10632790,2
25205317,1
43944147,995
88210079,1
19586062,9
2076458,278
11295981,19
2337125,519
43618685,9
71853164,1640
663086,1
3685662,1
3145660,3
66965490,79
8443091,170
11608365,3
71534654,2
1837248,2
118455585,8
22009360,4
13367068,25
928725,94
44434241,2
44188580,2
69866218,1
86076568,94
9010566,4
3513548,1
134593806,1
9899931,12
13893597,1122
173565111,32
237292237,264
53407812,443
5275777,2
21219871,2
144440377,71
55012073,70
175700169,36
102249857,10
77167263,1
108990595,5052
16077895,9
22032048,31
92082027,17
58922059,3
17921148,7
12018222,2
101032489,22
2569074,1
10040960,168
14784616,2
28145591,6
56047124,2
